zone,tech,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Angola,PV,Q1,d1,0,0,0,0,0,0.03,0.068,0.112,0.141,0.163,0.177,0.178,0.181,0.168,0.133,0.088,0.015,0,0,0,0,0,0,0
Angola,PV,Q1,d2,0,0,0,0,0.001,0.064,0.179,0.296,0.436,0.52,0.542,0.518,0.486,0.397,0.278,0.137,0.034,0,0,0,0,0,0,0
Angola,PV,Q1,d3,0,0,0,0,0,0.026,0.092,0.172,0.246,0.308,0.357,0.402,0.433,0.404,0.3,0.161,0.033,0,0,0,0,0,0,0
Angola,PV,Q1,d4,0,0,0,0,0,0.058,0.209,0.354,0.474,0.539,0.536,0.495,0.436,0.353,0.261,0.14,0.024,0,0,0,0,0,0,0
Angola,PV,Q2,d1,0,0,0,0,0,0.102,0.37,0.554,0.679,0.756,0.785,0.771,0.72,0.618,0.466,0.254,0.012,0,0,0,0,0,0,0
Angola,PV,Q2,d2,0,0,0,0,0,0.034,0.153,0.29,0.447,0.56,0.56,0.508,0.405,0.29,0.182,0.078,0.005,0,0,0,0,0,0,0
Angola,PV,Q2,d3,0,0,0,0,0,0.043,0.199,0.45,0.64,0.727,0.68,0.705,0.665,0.555,0.349,0.129,0.01,0,0,0,0,0,0,0
Angola,PV,Q2,d4,0,0,0,0,0,0.124,0.391,0.573,0.693,0.763,0.795,0.783,0.729,0.633,0.488,0.283,0.017,0,0,0,0,0,0,0
Angola,PV,Q3,d1,0,0,0,0,0,0.065,0.323,0.521,0.646,0.69,0.718,0.703,0.681,0.58,0.425,0.211,0.009,0,0,0,0,0,0,0
Angola,PV,Q3,d2,0,0,0,0,0,0.106,0.38,0.562,0.684,0.759,0.784,0.765,0.715,0.607,0.451,0.24,0.015,0,0,0,0,0,0,0
Angola,PV,Q3,d3,0,0,0,0,0,0.067,0.285,0.478,0.614,0.688,0.722,0.708,0.637,0.524,0.358,0.156,0.01,0,0,0,0,0,0,0
Angola,PV,Q3,d4,0,0,0,0,0,0.046,0.203,0.379,0.515,0.592,0.622,0.608,0.558,0.454,0.3,0.096,0.009,0,0,0,0,0,0,0
Angola,PV,Q4,d1,0,0,0,0,0,0.073,0.246,0.392,0.512,0.603,0.661,0.659,0.589,0.404,0.186,0.077,0.008,0,0,0,0,0,0,0
Angola,PV,Q4,d2,0,0,0,0,0,0.017,0.09,0.247,0.403,0.456,0.478,0.465,0.409,0.338,0.246,0.112,0.018,0,0,0,0,0,0,0
Angola,PV,Q4,d3,0,0,0,0,0,0.084,0.26,0.427,0.548,0.624,0.66,0.651,0.589,0.47,0.292,0.138,0.023,0,0,0,0,0,0,0
Angola,PV,Q4,d4,0,0,0,0,0.003,0.08,0.227,0.377,0.485,0.501,0.526,0.472,0.286,0.182,0.093,0.035,0.006,0,0,0,0,0,0,0
Angola,OnshoreWind,Q1,d1,0.042,0.056,0.067,0.065,0.055,0.029,0.007,0.006,0.003,0.005,0.059,0.171,0.301,0.335,0.267,0.132,0.06,0.035,0.043,0.078,0.123,0.139,0.09,0.037
Angola,OnshoreWind,Q1,d2,0.207,0.241,0.249,0.21,0.155,0.071,0.079,0.05,0.005,0.001,0.001,0.003,0.005,0.008,0.009,0.013,0.024,0.058,0.112,0.162,0.161,0.132,0.118,0.137
Angola,OnshoreWind,Q1,d3,0.2,0.179,0.174,0.168,0.155,0.107,0.082,0.176,0.255,0.302,0.352,0.362,0.298,0.236,0.179,0.114,0.077,0.067,0.075,0.088,0.1,0.139,0.225,0.311
Angola,OnshoreWind,Q1,d4,0.023,0.031,0.028,0.015,0.004,0,0,0.001,0.003,0.003,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0.001,0.001
Angola,OnshoreWind,Q2,d1,0.488,0.501,0.519,0.534,0.538,0.496,0.271,0.519,0.547,0.467,0.384,0.306,0.245,0.208,0.195,0.193,0.228,0.283,0.345,0.4,0.437,0.444,0.417,0.398
Angola,OnshoreWind,Q2,d2,0.044,0.029,0.02,0.014,0.01,0.004,0.005,0.008,0.035,0.082,0.115,0.125,0.118,0.101,0.08,0.071,0.089,0.118,0.114,0.091,0.061,0.035,0.014,0.002
Angola,OnshoreWind,Q2,d3,0.07,0.055,0.046,0.033,0.031,0.055,0.05,0.181,0.272,0.266,0.236,0.195,0.172,0.185,0.219,0.252,0.316,0.374,0.355,0.287,0.204,0.137,0.085,0.053
Angola,OnshoreWind,Q2,d4,0.442,0.422,0.395,0.356,0.308,0.259,0.122,0.264,0.518,0.463,0.391,0.325,0.273,0.244,0.237,0.237,0.274,0.334,0.41,0.464,0.474,0.444,0.407,0.388
Angola,OnshoreWind,Q3,d1,0.466,0.451,0.437,0.425,0.407,0.386,0.225,0.269,0.494,0.495,0.435,0.369,0.308,0.261,0.234,0.218,0.234,0.284,0.376,0.463,0.514,0.533,0.516,0.483
Angola,OnshoreWind,Q3,d2,0.504,0.481,0.473,0.464,0.424,0.368,0.163,0.267,0.371,0.305,0.254,0.212,0.185,0.17,0.167,0.158,0.151,0.181,0.265,0.34,0.368,0.36,0.32,0.284
Angola,OnshoreWind,Q3,d3,0.604,0.599,0.599,0.615,0.626,0.588,0.347,0.488,0.457,0.352,0.28,0.238,0.22,0.22,0.241,0.274,0.391,0.544,0.668,0.737,0.757,0.754,0.744,0.728
Angola,OnshoreWind,Q3,d4,0.281,0.261,0.264,0.253,0.227,0.132,0.097,0.037,0.022,0.045,0.079,0.1,0.104,0.104,0.102,0.096,0.109,0.15,0.172,0.171,0.16,0.149,0.112,0.061
Angola,OnshoreWind,Q4,d1,0.274,0.295,0.291,0.254,0.206,0.082,0.077,0.048,0.045,0.057,0.062,0.057,0.05,0.055,0.087,0.137,0.205,0.248,0.198,0.099,0.053,0.029,0.027,0.063
Angola,OnshoreWind,Q4,d2,0.036,0.031,0.027,0.025,0.032,0.043,0.117,0.24,0.28,0.221,0.163,0.11,0.072,0.06,0.061,0.062,0.075,0.11,0.118,0.092,0.048,0.021,0.026,0.069
Angola,OnshoreWind,Q4,d3,0.437,0.402,0.353,0.27,0.196,0.093,0.043,0.001,0,0.01,0.03,0.037,0.035,0.033,0.054,0.164,0.501,0.705,0.722,0.566,0.506,0.523,0.501,0.42
Angola,OnshoreWind,Q4,d4,0.063,0.058,0.096,0.134,0.123,0.072,0.089,0.102,0.071,0.035,0.014,0.007,0.002,0,0,0,0.001,0.003,0.011,0.018,0.019,0.016,0.02,0.027
Angola,CSPPlant,Q1,d1,0,0,0,0,0,0,0,0,0.386186513,0.848904502,0.859098098,0.849643206,0.846134069,0.904078048,0.805358674,0.811010054,0.594333723,0.002577512,0,0,0,0,0,0
Angola,CSPPlant,Q1,d2,0,0,0,0,0,0,0,0,0.386186513,0.848904502,0.859098098,0.849643206,0.846134069,0.904078048,0.805358674,0.811010054,0.594333723,0.002577512,0,0,0,0,0,0
Angola,CSPPlant,Q1,d3,0,0,0,0,0,0,0,0,0.386186513,0.848904502,0.859098098,0.849643206,0.846134069,0.904078048,0.805358674,0.811010054,0.594333723,0.002577512,0,0,0,0,0,0
Angola,CSPPlant,Q2,d1,0,0,0,0,0,0,0,0,0.430788256,1,1,1,1,1,1,1,0.677297678,0,0,0,0,0,0,0
Angola,CSPPlant,Q2,d2,0,0,0,0,0,0,0,0,0.430788256,1,1,1,1,1,1,1,0.677297678,0,0,0,0,0,0,0
Angola,CSPPlant,Q2,d3,0,0,0,0,0,0,0,0,0.430788256,1,1,1,1,1,1,1,0.677297678,0,0,0,0,0,0,0
Angola,CSPPlant,Q3,d1,0,0,0,0,0,0,0,0.011159852,0.302003256,0.638626748,0.70009725,0.788867095,0.813382854,0.785480447,0.744510368,0.655648935,0.455781634,0,0,0,0,0,0,0
Angola,CSPPlant,Q3,d2,0,0,0,0,0,0,0,0.011159852,0.302003256,0.638626748,0.70009725,0.788867095,0.813382854,0.785480447,0.744510368,0.655648935,0.455781634,0,0,0,0,0,0,0
Angola,CSPPlant,Q3,d3,0,0,0,0,0,0,0,0.011159852,0.302003256,0.638626748,0.70009725,0.788867095,0.813382854,0.785480447,0.744510368,0.655648935,0.455781634,0,0,0,0,0,0,0
Angola,CSPPlant,Q4,d1,0,0,0,0,0,0,0,0.007182501,0.124174692,0.317479657,0.456309099,0.474919631,0.508156946,0.481387678,0.496826693,0.450087087,0.291344721,0.061493149,0,0,0,0,0,0
Angola,CSPPlant,Q4,d2,0,0,0,0,0,0,0,0.007182501,0.124174692,0.317479657,0.456309099,0.474919631,0.508156946,0.481387678,0.496826693,0.450087087,0.291344721,0.061493149,0,0,0,0,0,0
Angola,CSPPlant,Q4,d3,0,0,0,0,0,0,0,0.007182501,0.124174692,0.317479657,0.456309099,0.474919631,0.508156946,0.481387678,0.496826693,0.450087087,0.291344721,0.061493149,0,0,0,0,0,0
Angola,CSPPlant,Q1,d4,0,0,0,0,0,0,0,0,0.386186513,0.848904502,0.859098098,0.849643206,0.846134069,0.904078048,0.805358674,0.811010054,0.594333723,0.002577512,0,0,0,0,0,0
Angola,CSPPlant,Q2,d4,0,0,0,0,0,0,0,0,0.430788256,1,1,1,1,1,1,1,0.677297678,0,0,0,0,0,0,0
Angola,CSPPlant,Q3,d4,0,0,0,0,0,0,0,0.011159852,0.302003256,0.638626748,0.70009725,0.788867095,0.813382854,0.785480447,0.744510368,0.655648935,0.455781634,0,0,0,0,0,0,0
Angola,CSPPlant,Q4,d4,0,0,0,0,0,0,0,0.007182501,0.124174692,0.317479657,0.456309099,0.474919631,0.508156946,0.481387678,0.496826693,0.450087087,0.291344721,0.061493149,0,0,0,0,0,0
Angola,OffshoreWind,Q1,d1,0.192,0.2,0.201,0.22,0.199,0.126,0.077,0.056,0.043,0.026,0.014,0.013,0.025,0.059,0.093,0.103,0.102,0.095,0.093,0.097,0.095,0.093,0.09,0.086
Angola,OffshoreWind,Q1,d2,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.012,0.022,0.028,0.027,0.021,0.012,0.008,0.01,0.009,0.005,0.002,0.002
Angola,OffshoreWind,Q1,d3,0.001,0,0,0,0,0,0,0.006,0.028,0.061,0.09,0.112,0.123,0.126,0.123,0.114,0.099,0.072,0.045,0.021,0.007,0.001,0,0
Angola,OffshoreWind,Q1,d4,0.03,0.03,0.024,0.017,0.01,0.003,0,0,0,0,0,0,0.005,0.034,0.076,0.109,0.128,0.143,0.147,0.141,0.128,0.11,0.085,0.063
Angola,OffshoreWind,Q2,d1,0.073,0.05,0.026,0.009,0.002,0,0,0,0,0,0,0,0,0,0.003,0.019,0.05,0.062,0.048,0.021,0.008,0.005,0.006,0.01
Angola,OffshoreWind,Q2,d2,0.004,0.005,0.005,0.004,0.004,0.002,0,0,0,0,0,0,0,0,0,0.002,0.021,0.059,0.099,0.135,0.164,0.186,0.201,0.219
Angola,OffshoreWind,Q2,d3,0.053,0.058,0.074,0.084,0.074,0.054,0.032,0.026,0.032,0.045,0.069,0.099,0.133,0.174,0.218,0.255,0.282,0.282,0.256,0.227,0.217,0.234,0.253,0.262
Angola,OffshoreWind,Q2,d4,0.086,0.041,0.011,0.002,0,0,0,0,0,0,0,0,0.009,0.04,0.072,0.097,0.126,0.151,0.144,0.109,0.068,0.036,0.023,0.024
Angola,OffshoreWind,Q3,d1,0.259,0.289,0.294,0.27,0.224,0.178,0.146,0.123,0.112,0.121,0.142,0.173,0.208,0.235,0.234,0.195,0.146,0.112,0.09,0.076,0.066,0.067,0.075,0.084
Angola,OffshoreWind,Q3,d2,0.079,0.096,0.118,0.135,0.145,0.154,0.156,0.144,0.117,0.1,0.113,0.167,0.246,0.314,0.345,0.335,0.324,0.344,0.364,0.333,0.257,0.184,0.136,0.114
Angola,OffshoreWind,Q3,d3,0.067,0.082,0.088,0.084,0.065,0.039,0.017,0.003,0,0,0.001,0.01,0.051,0.118,0.18,0.22,0.247,0.263,0.246,0.187,0.113,0.058,0.035,0.041
Angola,OffshoreWind,Q3,d4,0.05,0.05,0.045,0.028,0.008,0.001,0,0,0,0,0,0.003,0.011,0.021,0.031,0.044,0.063,0.084,0.09,0.079,0.066,0.063,0.069,0.068
Angola,OffshoreWind,Q4,d1,0.092,0.074,0.069,0.059,0.039,0.017,0.005,0.001,0.001,0.002,0.013,0.061,0.145,0.249,0.328,0.352,0.3,0.185,0.079,0.033,0.032,0.052,0.071,0.08
Angola,OffshoreWind,Q4,d2,0.071,0.055,0.039,0.029,0.019,0.012,0.004,0.001,0,0,0.003,0.011,0.028,0.054,0.074,0.089,0.1,0.103,0.092,0.065,0.041,0.025,0.014,0.008
Angola,OffshoreWind,Q4,d3,0.074,0.093,0.104,0.114,0.118,0.118,0.102,0.068,0.03,0.006,0,0.001,0.011,0.053,0.108,0.14,0.145,0.132,0.122,0.123,0.133,0.145,0.16,0.181
Angola,OffshoreWind,Q4,d4,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.008,0.007,0.005,0.003,0.003,0.003,0.002,0.001,0,0.001,0.002,0.003
