gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
KelvinA_TH_ZAF,South_Africa,ST,Coal,1957,2012,180,1,,14.8,,,,,,,,0,,,0,,0,0.05,0,180
KelvinB_TH_ZAF,South_Africa,ST,Coal,1964,2026,420,1,,14.3,,,,,,,,0,,,0,,0,0.05,0,420
Kendal_TH_ZAF,South_Africa,ST,Coal,1985,2042,3840,1,,11.3,,,,,,,,0,,,0,,0,0.05,0,640
Khan_PV_NAM,Namibia,PV,Solar,2025,2060,25,2,0,0,1,1,0,0,15000,0,0,0.8,25,20,0,,0,0,1,0
Kholombizo_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,213,3,,,,,,0.325077306,,,,3.445,,213,0,,0,0,0,0
Kidatu,Tanzania,ReservoirHydro,Water,1975,2055,204,1,,,,,,0.249969645,1600,0.5,,0,,,0,,0,0,0,0
Kidunda,Tanzania,ReservoirHydro,Water,2028,2060,20,3,,,,,,0.25,16910,0.003,0,5.2,50,20,0,,0,0,0,0
Kiejo_Mbaka_I,Tanzania,ST,Geothermal,2030,2055,60,3,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,0,,0,0,0,0
Kiejo_Mbaka_II,Tanzania,ST,Geothermal,2030,2055,20,3,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,20,0,,0,0,0,0
Kihansi,Tanzania,ReservoirHydro,Water,2000,2060,180,1,,,,,,0.220125362,2300,0.003,0,0,50,,0,,0,0,0,0
Kikonge,Tanzania,ReservoirHydro,Water,2032,2060,300,3,,,,,,0.215276497,1640,0.5,,3.211,,300,0,,0,0,0,0
Kilubi_HY_ZAR,DRC_South,ReservoirHydro,Water,1954,2060,10.8,1,,,,,,0.27,,,0,0,50,,0,,0,0,0,0
Kinyerezi_I,Tanzania,OCGT,Gas,2015,2035,135,1,0.2,,0.2,0.2,,,,,,0,,,0,,0,0.05,0,0
Kinyerezi_I_Ext,Tanzania,OCGT,Gas,2022,2047,185,1,0.2,,0.2,0.2,,,,,,0,,0,0,,0,0.05,0,0
Kinyerezi_II,Tanzania,CCGT,Gas,2018,2043,230,1,,,0.1,0.1,,,,,0,0,,0,0,,0,0.05,0,0
Kinyerezi_IV,Tanzania,CCGT,Gas,2029,2079,330,3,,,0.1,0.1,,,,,0,1.213,,330,0,,0,0.05,0,0
Kinyezeri_III_PH_I,Tanzania,OCGT,Gas,2026,2076,300,3,0.2,,0.2,0.2,,,,,,1.124,,300,0,,0,0.05,0,0
Kinyezeri_III_PH_II,Tanzania,CCGT,Gas,2028,2078,300,3,,,0.1,0.1,,,,,0,1.124,,300,0,,0,0.05,0,0
Kisaki,Tanzania,ST,Geothermal,2036,2061,300,3,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,100,0,,0,0,0,0
Kishapu_I,Tanzania,PV,Solar,2025,2050,50,2,0,0,1,1,0,0,14000,0,0,0.9,25,50,0,,0,0,1,0
Kishapu_II,Tanzania,PV,Solar,2026,2051,50,2,0,0,1,1,0,0,14000,0,0,0.9,25,50,0,,0,0,1,0
Kishapu_III,Tanzania,PV,Solar,2027,2052,50,2,0,0,1,1,0,0,14000,0,0,0.9,25,50,0,,0,0,1,0
Kiwaba_Nzogi,Angola,OnshoreWind,Wind,2026,2056,104,3,0,0,1,1,0,0,28000,0,0,1.6,30,104,0,,0,0,1,0
Koeberg_NU_ZAF,South_Africa,ST,Uranium,1985,2045,1800,1,0.7,10.53119469,0.1,0.1,0,0,100000,2.3,0,0,50,,0,,0,0.6,0,1800
KomatiI_TH_ZAF,South_Africa,ST,Coal,1966,2022,500,1,,11.31,,,,,,,,0,,,0,,0,0.05,0,500
KomatiII_TH_ZAF,South_Africa,ST,Coal,1966,2022,500,1,,11.31,,,,,,,,0,,,0,,0,0.05,0,500
Koni_HY_ZAR,DRC_South,ReservoirHydro,Water,1950,2060,42.12,1,,,,,,0.39,,,0,0,50,,0,,0,0,0,0
Kriel_TH_ZAF,South_Africa,ST,Coal,1979,2032,2640,1,,13.9,,,,,,,,0,,,0,,0,0.05,0,950
Kusile_I_TH_ZAF,South_Africa,ST,Coal,2020,2070,1440,1,,11.8,,,,,,,,0,,0,0,,0,0.05,0,800
Kusile_II_TH_ZAF,South_Africa,ST,Coal,2023,2073,1440,1,,11.8,,,,,,,,0,,0,0,,0,0.05,0,800
Kusile_III_TH_ZAF,South_Africa,ST,Coal,2024,2074,1440,2,,11.8,,,,,,,,4.073488372,,800,0,,0,0.05,0,800
Kuvaninga_TH_MOZ,Mozambique,OCGT,Gas,2017,2067,40.1,1,0.2,10.41544727,,,,,,,,0,,0,0,7,11.11544727,0.5,0,0
LesothoLetsengWind_REN_LSO,Lesotho,OnshoreWind,Wind,2025,2055,35,3,0,0,1,1,0,0,22000,0,0,1.806,30,35,0,,0,0,1,0
LesothoSolar_REN_LSO,Lesotho,PV,Solar,2023,2060,28,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
Lethabo_TH_ZAF,South_Africa,ST,Coal,1990,2038,3558,1,,11.06,,,,,,,,0,,,0,,0,0.05,0,593
Li-ion_storage_A_MWI,Malawi,Storage,Battery,2025,2060,20,2,,,,,,,,,,0.28,,20,0,,0,0,0,0
Li-ion_storage_C_MWI,Malawi,Storage,Battery,2030,2060,0,3,,,,,,,,,,0.28,,0,0,,0,0,0,0
Lilongwe,Malawi,ICE,Diesel,2000,2060,5.4,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Lithops_BESS_NAM,Namibia,Storage,Battery,2026,2055,45,2,,,,,,,,,,,,45,0,,0,0,0,0
LobitoI_TH_AGO,Angola,CCGT,Gas,2030,2082,750,3,,,,,,,,,0,1.245080501,,750,0,7,7.1,0.05,0,0
LobitoII_TH_AGO,Angola,CCGT,Gas,2055,2082,750,3,,,,,,,,,0,1.245080501,,750,0,7,7.1,0.05,0,0
LobitoIII_TH_AGO,Angola,CCGT,Gas,2055,2082,375,3,,,,,,,,,0,1.245080501,,375,0,7,7.1,0.05,0,0
Lomaum2_HY_AGO,Angola,ReservoirHydro,Water,2055,2060,160,3,,,,,,0.121826136,,,0,4.248837209,50,160,0,,0,0,0,0
Lower_Fufu_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,261,3,,,,,,0.325077306,,,,3.445,,261,0,,0,0,0,0
Lower_Songwe_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,90,3,,,,,,0.325077306,,,,3.445,,90,0,,0,0,0,0
LowerMaguduza_HY_SWZ,Eswatini,ReservoirHydro,Water,2027,2060,13.5,3,,,,,,0.1835,,,0,4.248837209,50,13.5,0,,0,0,0,0
LuandaOCGT_TH_AGO,Angola,OCGT,Gas,1980,2019,125,1,0.2,13.62126767,,,,,,,,0,,,0,7,14.32126767,0.25,0,0
Lubhuku_TH_SWZ,Eswatini,ST,Coal,2039,2089,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
LubumbashiSolar_REN_ZAR,DRC_South,PV,Solar,2025,2060,100,2,0,0,1,1,0,0,15000,0,0,0.8,25,100,0,,0,0,1,0
Luchenene_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2060,30,3,,,,,,0.278070484,,,0,4.248837209,50,30,0,,0,0,0,0
LuisCabral_TH_MOZ,Mozambique,OCGT,HFO,2000,2050,50,1,,13.62126767,,,,,,,,0,,,0,,0,0,0,0
Lunsemfwa+Mulungushi_HY_ZMB,Zambia,ReservoirHydro,Water,1982,2060,56,1,,,,,,0.278070484,,,0,0,50,,0,,0,0,0,0
Lunzua_HY_ZMB,Zambia,ReservoirHydro,Water,2000,2060,14.8,1,,,,,,0.1175,,,0,0,50,,0,,0,0,0,0
Lupata_HY_MOZ,Mozambique,ReservoirHydro,Water,2032,2060,650,3,,,,,,0.406440138,,,0,4.248837209,50,650,0,,0,0,0,0
Lurio_HY_MOZ,Mozambique,ReservoirHydro,Water,2027,2060,0,3,,,,,,0.406440138,,,0,4.248837209,50,0,0,,0,0,0,0
Lusiwasi_HY_ZMB,Zambia,ReservoirHydro,Water,1967,2021,12,1,,,,,,0.079895463,,,0,0,50,,0,,0,0,0,0
LusiwasiLower_HY_ZMB,Zambia,ReservoirHydro,Water,2028,2060,86,3,,,,,,0.079875,,,0,5.945134884,50,86,0,,0,0,0,0
LusiwasiLowerExts_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2060,84,3,,,,,,0.079875,,,0,4.248837209,50,84,0,,0,0,0,0
LusiwasiUpper_HY_ZMB,Zambia,ReservoirHydro,Water,2017,2060,15,1,,,,,,0.079875,,,0,0,50,,0,,0,0,0,0
MaambaCoalI_TH_ZMB,Zambia,ST,Coal,2016,2066,300,1,,9.221311593,,,,,,,,0,,,0,,0,0.1,0,300
MaambaCoalII_TH_ZMB,Zambia,ST,Coal,2028,2078,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
Maguduza_HY_SWZ,Eswatini,ReservoirHydro,Water,2000,2060,5.6,1,,,,,,0.1835,,,0,0,50,,0,,0,0,0,0
Maguga_HY_SWZ,Eswatini,ReservoirHydro,Water,2000,2060,19.8,1,,,,,,0.1755,,,0,0,50,,0,,0,0,0,0
MagugaII_HY_SWZ,Eswatini,ReservoirHydro,Water,2027,2060,23,3,,,,,,0.2135,,,0,4.248837209,50,23,0,,0,0,0,0
MajubaI_TH_ZAF,South_Africa,ST,Coal,1990,2051,1865.4,1,,12.7,,,,,,,,0,,,0,,0,0.05,0,621.8
MajubaII_TH_ZAF,South_Africa,ST,Coal,1985,2051,2008.5,1,,12.7,,,,,,,,0,,,0,,0,0.05,0,669.5
Malagarasi,Tanzania,ReservoirHydro,Water,2028,2060,49.5,3,,,,,,0.215276497,4090,0.5,0,2.88,50,49.5,0,,0,0,0,0
MambilimbaFallsI_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2060,124,3,,,,,,0.278070484,,,0,4.248837209,50,124,0,,0,0,0,0
Mapanga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,16,1,,,,,,,,,0,0,,0,0,,0,0,0,0
Maragra_biomass_MOZ,Mozambique,ST,Biomass,2000,2055,1,1,,10.425987,,,,0.8,48000,,,0,,0,0,,0,0,0,1
Masigira,Tanzania,ReservoirHydro,Water,2030,2060,118,3,,,,,,0.29,4090,0.5,0,2.8782,50,118,0,,0,0,0,0
Massingir_HY_MOZ,Mozambique,ReservoirHydro,Water,2024,2060,0,3,,,,,,0.406440138,,,0,4.248837209,50,0,0,,0,0,0,0
Matimba_TH_ZAF,South_Africa,ST,Coal,1987,2039,3690,1,,11.4,,,,,,,,0,,,0,,0,0.05,0,615
Matla_TH_ZAF,South_Africa,ST,Coal,1979,2031,3450,1,,11.3,,,,,,,,0,,,0,,0,0.05,0,575
Mbongozi_HY_MWI,Malawi,ReservoirHydro,Water,2055,2060,41,3,,,,,,0.325077306,,,0,3.536,50,41,0,,0,0,0,0
MCT_Morro_Bento,Angola,ICE,Diesel,2012,2062,25,1,0.2,13.62126767,1,1,0,0.2,17000,4,0,0,30,,0,,0,0,0,0
Medupi_TH_ZAF,South_Africa,ST,Coal,2015,2065,4356,1,,9.21,,,,,,,,0,,0,0,,0,0.05,0,800
MetoroSolarPV_REN_MOZ,Mozambique,PV,Solar,2023,2060,41,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
Mkuranga,Tanzania,CCGT,Gas,2028,2078,300,3,,,0.1,0.1,,,,,0,1.213,,300,0,,0,0.05,0,0
MkuzeBiomass_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,16.5,1,,10,0.33,0.33,,0.8,48000,,,0,,,0,,0,0,0,16.5
Mnyera_Kisingo,Tanzania,ReservoirHydro,Water,2030,2060,120,3,,,,,,0.275,2250,0.003,0,3.4073,50,120,0,,0,0,0,0
Mnyera_Kwanini,Tanzania,ReservoirHydro,Water,2030,2060,144,3,,,,,,0.275,2250,0.003,0,1.4833,50,144,0,,0,0,0,0
Mnyera_Mnyera,Tanzania,ReservoirHydro,Water,2030,2060,137,3,,,,,,0.275,2250,0.003,0,2.6013,50,137,0,,0,0,0,0
Mnyera_Pumbwe,Tanzania,ReservoirHydro,Water,2030,2060,123,3,,,,,,0.275,2250,0.003,0,2.3179,50,123,0,,0,0,0,0
Mnyera_Ruaha,Tanzania,ReservoirHydro,Water,2030,2060,60,3,,,,,,0.275,3380,0.003,,5.5263,,60,0,,0,0,0,0
Mnyera_Taveta,Tanzania,ReservoirHydro,Water,2030,2060,84,3,,,,,,0.34,3380,0.003,0,1.8447,50,84,0,,0,0,0,0
MoambaMajor_HY_MOZ,Mozambique,ReservoirHydro,Water,2024,2060,0,3,,,,,,0.406440138,,,0,4.248837209,50,0,0,,0,0,0,0
MobayiMbongo_HY_ZAR,DRC,ReservoirHydro,Water,1990,2060,11.36,1,,,,,,0.215,,,0,0,50,,0,,0,0,0,0
MocubaSolarPV_REN_MOZ,Mozambique,PV,Solar,2019,2060,30,1,0,0,1,1,0,0,15000,0,0,0,25,0,0,,0,0,1,0
Monont'sa_HY_LSO,Lesotho,Storage,Water,2030,2060,1200,3,0,0,1,1,0,0.8,46500,0.55,0,6.821744186,50,1200,0,,0,0,0,0
MorupuleA_TH_BWA,Botswana,ST,Coal,1989,2026,132,1,,11.373804,,,,,,,,0,,,0,,0,0.1,0,132
MorupuleB_TH_BWA,Botswana,ST,Coal,2012,2055,390,1,,10.34068347,,,,,,,,0,,,0,,0,0.1,0,390
MorupuleBupgrade_TH_BWA,Botswana,ST,Coal,2022,2052,130,1,,10.34068347,,,,,,,,0,,,0,,0,0.05,0,130
Mota_Engil_C_MWI,Malawi,ST,Coal,2055,2060,0,3,,9.853126851,,,,,,,,2.84,,0,0,,0,0.05,0,0
MozCahoraBassaNorte_HY_MOZ,Mozambique,ReservoirHydro,Water,2030,2060,0,3,,,,,,0.4,,,0,2.568140002,50,1245,0,,0,0,0,0
MozCCCGTNG_TH_MOZ,Mozambique,CCGT,LNG,2026,2080,5000,3,,,,,,,,,,1.245080501,,500,0,7,7.1,0.05,0,0
MozCEnginesNG_TH_MOZ,Mozambique,OCGT,Gas,2026,2076,5000,3,0.2,,,,,,,,,1.016815742,,500,0,7,9.7,0.05,0,0
MozCoal_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
MozENRC_TH_MOZ,Mozambique,ST,Coal,2025,2075,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
MozMGTPEDMSasolCTTemane_TH_MOZ,Mozambique,CCGT,LNG,2026,2076,400,3,,,,,,,,,,1.245080501,,400,0,7,7.1,0.05,0,0
MozMGTPEDMSasolGT_TH_MOZ,Mozambique,CCGT,Gas,2024,2074,420,2,,9,,,,,,,0,1.25,,420,0,7,9.7,0.05,0,0
MozNCCGTNG_TH_MOZ,Mozambique,CCGT,LNG,2026,2075,5000,3,,,,,,,,,,1.245080501,,500,0,7,7.1,0.05,0,0
MozNEnginesNG_TH_MOZ,Mozambique,ICE,HFO,2024,2054,250,3,,10.41544727,,,,,,,,0.933810376,,250,0,,0,0.06,0,0
MozSEnginesNG_TH_MOZ,Mozambique,ICE,HFO,2024,2054,0,3,,10.41544727,,,,,,,,0.933810376,,0,0,,0,0.06,0,0
Mpanga,Tanzania,ReservoirHydro,Water,2030,2060,160,3,,,,,,0.285,1640,0.5,,2.4258,,160,0,,0,0,0,0
Mpatamanga_Opt,Malawi,ReservoirHydro,Water,2030,2060,358.5,2,,,,,,0.325077306,,,0,2.79,50,358.5,0,,0,0,0,0
MphandaNkuwa_HY_MOZ,Mozambique,ReservoirHydro,Water,2031,2060,1500,3,,,,,,0.406440138,,,0,4.436550388,50,1500,0,,0,0,0,0
Mtera,Tanzania,ReservoirHydro,Water,1988,2060,80,1,,,,,,0.246315531,4100,0.5,,0,,,0,,0,0,0,0
Mtwara,Tanzania,OCGT,Gas,2018,2035,19,1,0.2,,0.3,0.3,,,,,,0,,,0,,0,0.05,0,0
Mtwara_I,Tanzania,CCGT,Gas,2028,2078,300,3,,,0.1,0.1,,,,,0,1.213,,300,0,,0,0.05,0,0
Mtwara_II,Tanzania,CCGT,Gas,2029,2079,300,3,,,0.1,0.1,,,,,0,1.213,,300,0,,0,0.05,0,0
Muanda_TH_ZAR,DRC,ICE,HFO,2000,2050,4.8,1,,9.990938997,,,,,,,,0,,,0,,0,0,0,0
Muela_HY_LSO,Lesotho,ReservoirHydro,Water,2000,2060,74,1,,,,,,0.396,,,0,0,50,,0,,0,0,0,0
Muela2_HY_LSO,Lesotho,ReservoirHydro,Water,2037,2060,110,3,,,,,,0.396,,,0,4.248837209,50,110,0,,0,0,0,0
Mulanje_Ruo_Ndiza,Malawi,ReservoirHydro,Water,2020,2060,9.8,1,,,,,,0.325077306,,,0,0,50,0,0,,0,0,0,0
MumbotutaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2060,301,3,,,,,,0.278070484,,,0,4.248837209,50,301,0,,0,0,0,0
Munyati_TH_ZWE,Zimbabwe,ST,Coal,1957,2007,100,1,,11.373804,,,,,,,,0,,,0,,0,0.1,0,100
MupataGorgeNorth_HY_ZMB,Zambia,ReservoirHydro,Water,2030,2060,600,3,,,,,,0.278070484,,,0,4.248837209,50,600,0,,0,0,0,0
MupataGorgeSouth_HY_ZWE,Zimbabwe,ReservoirHydro,Water,2030,2060,600,3,,,,,,0.275342466,,,0,4.251,50,600,0,,0,0,0,0
MusondaFalls_HY_ZMB,Zambia,ReservoirHydro,Water,1972,2060,10,1,,,,,,0.180625,,,0,0,50,,0,,0,0,0,0
Mwadingusha_HY_ZAR,DRC_South,ReservoirHydro,Water,1954,2060,67.8,1,,,,,,0.44,,,0,0,50,,0,,0,0,0,0
Mwenga_HY_TZA,Tanzania,ReservoirHydro,Water,2012,2060,3,1,,,,,,0.243835605,2300,0.5,0,0,50,,0,,0,0,0,0
Mzimba_I_WIND_MWI,Malawi,OnshoreWind,Wind,2030,2055,0,3,0,0,1,1,0,0,28000,0,0,1.6,30,50,0,,0,0,1,0
Mzimba_II_WIND_MWI,Malawi,OnshoreWind,Wind,2032,2062,0,3,0,0,1,1,0,0,28000,0,0,1.6,30,0,0,,0,0,1,0
Mzuzu_Luwinga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,4.5,1,,,,,,,,,0,0,,0,0,,0,0,0,0
NacalaJICA_TH_MOZ,Mozambique,ICE,HFO,2021,2071,40,1,,10.425987,,,,,,,,0,,0,0,,0,0,0,40
Namibe_TH_AGO,Angola,CCGT,Gas,2030,2082,750,3,,,,,,,,,0,1.245080501,,750,0,7,7.1,0.05,0,0
NamibiaCCGTNG_TH_NAM,Namibia,CCGT,LNG,2026,2076,4000,3,,,,,,,,,,1.245080501,,500,0,7,7.1,0.05,0,0
NamibiaCoal_TH_NAM,Namibia,ST,Coal,2035,2085,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
NamibiaOCGTNG_TH_NAM,Namibia,OCGT,LNG,2026,2076,2000,3,,,,,,,,,,1.016815742,,400,0,7,9.7,0.05,0,0
NamPowerWindFarm_2031,Namibia,OnshoreWind,Wind,2032,2062,4000,3,0,0,1,1,0,0,28000,0,0,1.6,30,150,0,,0,0,1,0
Natron,Tanzania,ST,Geothermal,2030,2055,60,3,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,0,,0,0,0,0
Ncondezi_TH_MOZ,Mozambique,ST,Coal,2026,2076,0,3,,8.6,,,,,,,,2.466504472,,0,0,,0,0.05,0,0
Near_Salima_Nanjoka_LNG_MWI,Malawi,OCGT,Gas,2055,2060,73,3,0.2,10.42,,,,,,,,0.9,,73,0,,0,0.05,0,0
New_CBM_Bot_gas_2031,Botswana,CCGT,Gas,2027,2060,100,3,,,,,,,,,0,2.925939177,,100,0,,0,0.05,0,100
New_Coal_1_BWA,Botswana,ST,Coal,2030,2060,300,3,,8.6,,,,,,,,2.466504472,,300,0,,0,0.05,0,300
New_Coal_2_BWA,Botswana,ST,Coal,2032,2060,300,3,,8.6,,,,,,,,2.466504472,,300,0,,0,0.05,0,300
New_CSP_AGO,Angola,CSPPlant,CSP,2024,2050,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,,0,0,0,0
New_CSP_BWA,Botswana,CSPPlant,CSP,2030,2060,8000,3,0,0,1,1,0,0.8,22000,3,0,1.915,30,500,0,,0,0,0,0
New_CSP_LSO,Lesotho,CSPPlant,CSP,2024,2050,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,50,0,,0,0,0,0
New_CSP_NAM,Namibia,CSPPlant,CSP,2027,2060,250,3,0,0,1,1,0,0.8,22000,3,0,1.85,30,250,0,,0,0,0,0
New_CSP_SWZ,Eswatini,CSPPlant,CSP,2024,2050,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,100,0,,0,0,0,0
New_CSP_TZA,Tanzania,CSPPlant,CSP,2024,2050,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,,0,0,0,0
New_CSP_ZAF,South_Africa,CSPPlant,CSP,2030,2060,20000,3,0,0,1,1,0,0.8,22000,3,0,1.865,30,2000,0,,0,0,0,0
New_CSP_ZAF_2024,South_Africa,CSPPlant,CSP,2024,2054,100,2,0,0,1,1,0,0.8,22000,3,0,1.865,30,100,0,,0,0,0,0
New_CSP_ZMB,Zambia,CSPPlant,CSP,2024,2055,0,3,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,,0,0,0,0
New_OffshoreWind_AGO,Angola,OffshoreWind,Wind,2030,2060,8000,3,0,0,1,1,0,0,70000,0,0,3.3,30,600,0,,0,0,1,0
New_OffshoreWind_MOZ,Mozambique,OffshoreWind,Wind,2030,2060,8000,3,0,0,1,1,0,0,70000,0,0,3.2,30,600,0,,0,0,1,0
New_OffshoreWind_NAM,Namibia,OffshoreWind,Wind,2030,2060,8000,3,0,0,1,1,0,0,70000,0,0,3.3,30,600,0,,0,0,1,0
New_OffshoreWind_TZA,Tanzania,OffshoreWind,Wind,2035,2060,8000,3,0,0,1,1,0,0,70000,0,0,3.3,30,600,0,,0,0,1,0
New_OffshoreWind_ZAF,South_Africa,OffshoreWind,Wind,2030,2060,20200,3,0,0,1,1,0,0,70000,0,0,3.4,30,1515,0,,0,0,1,0
New_OnshoreWind_AGO,Angola,OnshoreWind,Wind,2026,2060,8000,3,0,0,1,1,0,0,28000,0,0,1.6,30,600,0,,0,0,1,0
New_OnshoreWind_BWA,Botswana,OnshoreWind,Wind,2026,2061,500,3,0,0,1,1,0,0,28000,0,0,1.6,30,300,0,,0,0,1,0
New_OnshoreWind_DRC,DRC,OnshoreWind,Wind,2026,2056,4000,3,0,0,1,1,0,0,28000,0,0,1.6,30,300,0,,0,0,1,0
New_OnshoreWind_DRCSouth,DRC_South,OnshoreWind,Wind,2026,2056,4000,3,0,0,1,1,0,0,28000,0,0,1.6,30,300,0,,0,0,1,0
New_OnshoreWind_LSO,Lesotho,OnshoreWind,Wind,2026,2056,500,3,0,0,1,1,0,0,28000,0,0,1.6,30,300,0,,0,0,1,0
New_OnshoreWind_MOZ,Mozambique,OnshoreWind,Wind,2026,2056,8000,3,0,0,1,1,0,0,28000,0,0,1.6,30,600,0,,0,0,1,0
New_OnshoreWind_NAM,Namibia,OnshoreWind,Wind,2026,2058,8000,3,0,0,1,1,0,0,28000,0,0,1.6,30,100,0,,0,0,1,0
New_OnshoreWind_SWZ,Eswatini,OnshoreWind,Wind,2026,2060,1000,3,0,0,1,1,0,0,28000,0,0,1.6,30,300,0,,0,0,1,0
New_OnshoreWind_ZAF,South_Africa,OnshoreWind,Wind,2026,2056,40000,3,0,0,1,1,0,0,28000,0,0,1.6,30,1000,0,,0,0,1,0
New_OnshoreWind_ZMB,Zambia,OnshoreWind,Wind,2026,2061,5000,3,0,0,1,1,0,0,28000,0,0,1.6,30,375,0,,0,0,1,0
New_OnshoreWind_ZWE,Zimbabwe,OnshoreWind,Wind,2026,2058,8000,3,0,0,1,1,0,0,28000,0,0,1.6,30,375,0,,0,0,1,0
